rh.aparc.curvind	rh_bankssts_curvind	rh_caudalanteriorcingulate_curvind	rh_caudalmiddlefrontal_curvind	rh_cuneus_curvind	rh_entorhinal_curvind	rh_fusiform_curvind	rh_inferiorparietal_curvind	rh_inferiortemporal_curvind	rh_isthmuscingulate_curvind	rh_lateraloccipital_curvind	rh_lateralorbitofrontal_curvind	rh_lingual_curvind	rh_medialorbitofrontal_curvind	rh_middletemporal_curvind	rh_parahippocampal_curvind	rh_paracentral_curvind	rh_parsopercularis_curvind	rh_parsorbitalis_curvind	rh_parstriangularis_curvind	rh_pericalcarine_curvind	rh_postcentral_curvind	rh_posteriorcingulate_curvind	rh_precentral_curvind	rh_precuneus_curvind	rh_rostralanteriorcingulate_curvind	rh_rostralmiddlefrontal_curvind	rh_superiorfrontal_curvind	rh_superiorparietal_curvind	rh_superiortemporal_curvind	rh_supramarginal_curvind	rh_frontalpole_curvind	rh_temporalpole_curvind	rh_transversetemporal_curvind	rh_insula_curvind	BrainSegVolNotVent	eTIV
100_S_0015.nii	1.0	1.2	2.4	4.3	0.3	4.9	6.6	5.1	1.8	11.2	7.2	7.4	4.1	4.9	0.4	2.1	1.8	1.8	2.7	2.8	5.9	1.7	7.5	5.8	1.7	9.3	12.4	7.2	4.2	4.6	1.6	1.2	0.4	4.4	1003924.0	1489266.14192
033_S_0889.nii	1.0	0.7	3.0	3.2	1.2	4.8	8.1	6.0	1.2	8.6	7.0	4.7	4.3	6.5	0.7	2.5	1.9	1.9	1.8	2.0	7.1	1.5	7.9	6.0	1.6	10.1	10.8	9.9	6.3	6.6	1.7	2.2	0.3	2.9	832514.0	1417207.49545
024_S_1393.nii	0.8	1.6	3.1	4.4	3.0	5.2	8.6	6.3	2.4	11.0	6.6	8.1	3.7	6.6	0.7	4.3	2.7	1.6	2.9	4.6	7.5	2.1	9.6	7.4	1.5	12.5	16.2	12.2	5.5	7.1	1.7	1.8	0.4	3.4	1054001.0	1730395.60006
136_S_0873.nii	1.1	0.5	3.8	2.3	0.3	5.0	7.0	5.4	1.3	9.4	5.3	5.4	3.0	6.1	0.4	2.3	2.2	1.5	2.2	2.2	4.5	1.5	7.0	6.0	0.8	10.9	13.0	7.5	3.6	5.0	0.8	0.7	0.6	5.3	888113.0	1423590.59784
082_S_0832.nii	1.6	0.7	5.5	3.6	1.3	7.5	11.5	8.4	1.5	10.9	7.1	5.7	5.3	7.3	0.6	4.2	4.0	1.9	5.2	5.2	9.1	2.0	12.3	10.5	1.1	18.1	22.3	11.7	5.4	8.2	0.9	1.3	0.7	5.1	1093116.0	1800845.59128
007_S_1222.nii	1.2	1.0	2.4	2.5	0.6	4.6	9.5	4.7	1.4	9.6	5.0	4.4	2.8	4.9	0.4	2.0	1.9	1.6	2.5	2.8	5.0	1.4	7.5	5.7	0.4	12.4	13.0	7.1	4.9	5.7	0.7	0.9	0.7	6.1	939179.0	1360009.41214
033_S_0567.nii	1.1	1.1	2.2	3.4	1.6	3.6	8.6	6.7	1.5	10.8	5.2	6.2	3.8	5.0	0.5	2.4	1.7	1.5	2.8	1.5	3.9	2.0	7.7	5.7	1.0	9.8	9.4	6.5	4.7	4.4	0.7	1.1	0.3	4.3	994109.0	1625608.33381
016_S_0538.nii	1.5	1.5	4.9	5.3	1.3	7.8	9.7	8.8	2.1	13.1	6.6	8.1	4.4	7.0	0.7	3.1	3.4	1.7	3.0	4.2	6.4	4.3	9.8	7.3	2.4	17.2	23.0	12.1	6.8	6.7	1.9	1.6	0.6	6.5	1113116.0	1683250.44852
033_S_0511.nii	1.2	1.0	3.3	3.3	0.8	4.7	6.2	4.7	1.1	9.4	5.4	6.5	2.5	3.3	0.4	2.0	2.2	2.0	2.2	2.3	5.2	1.4	7.9	6.5	0.7	10.6	11.1	6.3	3.7	5.2	0.4	1.2	0.4	3.4	1081392.0	1600144.75775
002_S_1280.nii	0.8	1.0	2.5	3.5	0.6	4.7	7.0	4.4	1.9	9.1	4.4	5.1	2.6	5.3	0.6	2.6	1.4	1.3	1.8	1.7	6.4	1.7	8.3	6.3	1.4	7.1	9.2	8.3	3.6	5.6	0.7	0.9	0.6	3.7	957370.0	1398438.95996
100_S_0892.nii	0.6	0.7	3.4	2.8	0.3	5.3	11.6	6.0	0.9	11.8	5.4	5.4	2.7	7.1	0.4	2.7	1.9	1.2	1.9	2.1	5.3	1.4	8.8	5.3	1.0	12.4	10.9	7.8	4.4	6.4	1.1	1.0	0.5	6.2	975312.0	1359362.65243
114_S_0173.nii	1.7	0.9	4.3	3.9	1.9	7.1	8.4	7.9	1.9	10.8	8.9	9.1	4.4	7.5	0.7	3.7	2.4	2.2	2.2	3.1	6.9	2.5	13.2	7.5	1.7	13.4	17.1	9.8	5.8	9.1	0.9	2.2	0.7	8.2	1114287.0	1674597.80262
036_S_0577.nii	0.6	0.6	3.2	3.4	0.6	4.7	9.4	5.7	1.4	11.7	6.0	6.9	3.4	4.1	0.5	2.3	1.7	1.1	2.0	2.6	6.1	1.8	7.4	6.0	1.0	11.2	14.3	7.6	3.3	3.9	0.8	1.2	0.4	3.5	939288.0	1410801.72029
116_S_0370.nii	0.9	1.0	4.8	4.6	0.3	5.8	13.2	6.6	1.7	11.8	4.9	8.0	4.7	6.6	0.4	2.5	2.7	1.7	3.5	3.0	6.9	2.5	9.2	8.8	0.8	13.3	15.8	13.3	6.1	8.5	1.8	1.2	0.6	4.6	960266.0	1506968.04893
141_S_1137.nii	0.6	1.0	2.5	3.5	1.0	6.1	8.6	7.0	1.6	9.4	4.4	4.6	3.9	5.3	0.8	2.5	1.8	2.7	2.6	1.9	6.2	2.0	8.9	5.5	0.8	9.7	14.1	8.8	4.6	6.0	1.0	0.7	0.4	8.0	863461.0	1332031.25496
010_S_0422.nii	1.2	1.7	4.6	3.9	0.8	5.4	9.2	7.0	3.0	11.2	6.2	8.3	4.4	7.0	0.6	3.4	1.9	2.0	3.6	5.0	6.9	3.0	13.5	9.3	1.1	12.0	15.9	10.5	5.3	8.0	1.1	1.5	0.7	10.6	1195105.0	1699535.36276
136_S_1227.nii	0.8	1.4	2.9	2.8	0.5	3.7	7.4	4.9	1.1	8.6	4.1	5.2	3.3	5.0	0.8	1.5	1.7	1.2	1.4	2.4	5.4	2.1	6.0	4.6	0.8	8.7	11.9	5.6	4.3	4.3	0.7	1.2	0.5	6.8	928116.0	1407314.60064
057_S_1265.nii	0.7	0.9	2.6	2.7	0.6	3.7	6.2	4.6	1.4	7.4	4.4	5.7	3.2	3.9	0.4	1.8	2.1	1.3	2.7	1.5	5.1	1.7	10.0	6.9	0.8	10.3	12.5	8.0	4.8	5.2	1.3	0.9	0.3	2.5	872911.0	1318681.92118
016_S_0702.nii	1.0	0.9	2.9	4.8	0.7	7.2	11.3	7.7	1.3	14.8	7.8	7.6	4.0	6.4	0.9	2.9	2.5	2.3	2.5	3.5	7.3	1.7	9.4	8.7	1.3	13.9	12.2	10.6	6.7	8.1	1.2	1.5	0.4	7.3	955494.0	1654687.69791
016_S_0354.nii	0.5	0.7	3.4	3.4	0.8	5.6	9.6	6.1	1.6	9.9	7.7	5.8	4.7	6.3	0.6	3.7	3.6	2.2	3.1	2.0	6.2	2.5	9.3	7.2	2.2	13.8	18.4	8.4	5.8	7.1	0.9	1.5	0.7	6.3	991443.0	1534940.50462
041_S_0446.nii	1.0	1.0	5.5	3.3	1.1	9.5	13.5	7.2	2.3	9.9	6.8	6.9	5.8	6.6	1.1	3.4	2.3	2.1	3.0	2.8	8.4	2.8	12.7	7.0	0.7	16.0	19.2	7.5	8.3	5.5	1.9	1.7	1.1	5.3	896571.0	1450583.46153
133_S_1031.nii	0.9	1.2	2.5	2.8	0.5	4.1	8.6	3.9	1.4	9.7	8.1	4.4	5.6	5.5	0.5	2.9	2.1	2.2	2.7	1.8	5.6	1.9	8.1	6.7	0.7	15.9	14.0	8.3	5.2	4.6	1.1	1.2	0.3	5.1	895679.0	1432506.70842
035_S_0341.nii	1.5	0.7	2.5	3.0	0.9	4.5	10.5	8.1	2.1	9.4	5.9	6.4	4.4	5.8	0.7	2.4	2.1	2.1	3.8	3.1	5.6	2.4	7.4	6.3	1.4	12.2	15.6	7.4	6.1	5.6	1.8	1.0	0.4	6.0	1092848.0	1836269.98399
128_S_0272.nii	0.9	0.7	3.2	3.7	0.5	4.1	10.6	5.3	1.7	11.2	4.9	8.8	3.3	5.2	0.6	1.8	1.3	1.5	2.1	3.9	5.1	2.2	7.4	6.7	1.0	9.5	11.5	8.0	3.7	5.2	0.8	1.0	0.2	4.4	1106470.0	1565167.88848
067_S_0257.nii	0.9	0.7	3.2	2.7	0.5	4.4	7.5	4.2	1.4	8.4	5.5	5.7	3.0	5.1	0.5	1.7	1.7	1.2	1.2	2.0	5.0	1.8	7.9	5.2	1.9	8.7	11.7	7.9	4.7	5.7	0.9	0.9	0.3	6.6	858681.0	1333757.32014
128_S_0522.nii	2.1	1.1	3.8	4.8	1.0	6.7	12.8	6.0	2.3	12.0	7.6	6.7	4.5	6.3	0.6	2.6	2.5	2.0	4.2	3.4	5.2	2.4	8.3	7.5	1.9	13.4	12.3	9.1	5.9	7.1	1.2	1.7	0.5	6.5	1103496.0	1751607.73092
130_S_0449.nii	1.2	0.9	2.9	3.0	0.5	5.6	8.8	5.8	1.2	11.0	5.6	5.0	2.4	4.6	0.3	1.9	2.1	1.5	1.4	2.1	7.6	2.0	7.5	6.5	1.6	10.4	12.3	8.2	4.3	4.7	0.7	1.2	0.4	5.3	997346.0	1482782.26723
141_S_1245.nii	0.7	0.8	2.3	3.0	0.7	6.7	10.1	6.3	1.3	10.2	6.3	6.6	3.6	5.0	0.5	2.2	1.7	1.8	3.1	2.1	5.2	1.7	7.3	6.2	1.1	9.5	9.8	10.1	3.9	5.4	0.8	1.1	0.4	4.7	946443.0	1354393.91582
128_S_0245.nii	1.5	1.7	4.3	3.7	0.7	6.0	11.8	8.6	2.1	12.0	8.6	8.8	4.8	8.2	0.7	3.3	4.2	2.2	3.0	2.6	8.0	2.4	9.5	8.6	1.3	17.8	18.3	11.9	7.7	8.8	1.3	1.5	0.7	6.1	1003287.0	1522904.99783
116_S_1249.nii	1.2	1.0	3.0	3.6	0.6	3.5	7.6	5.6	1.6	8.8	4.2	5.2	2.5	4.5	0.4	2.0	1.5	1.3	2.0	2.5	6.0	2.1	8.2	4.6	0.9	10.7	12.0	7.1	4.0	5.0	1.0	0.6	0.6	4.2	963517.0	1380609.13584
010_S_0161.nii	1.0	0.5	3.5	3.5	0.5	5.4	6.5	5.3	2.2	12.8	5.3	10.1	4.1	5.6	0.6	1.4	2.9	1.4	2.9	4.0	5.6	2.4	6.8	5.0	0.5	10.1	9.8	6.5	4.9	5.6	0.9	0.7	0.4	3.9	1012896.0	1421224.15081
016_S_1326.nii	1.1	1.8	8.0	4.3	0.9	5.9	11.4	9.6	2.4	13.8	8.2	8.5	5.2	9.1	0.8	3.3	3.5	2.3	3.7	2.8	8.8	3.3	12.7	9.3	2.5	13.6	16.1	10.3	6.4	7.2	0.9	1.3	0.8	5.1	1266880.0	1971397.49657
123_S_0113.nii	1.3	2.0	2.6	3.0	0.5	6.0	9.9	6.0	1.3	9.5	5.6	5.3	3.9	5.1	0.3	2.4	1.4	1.6	1.5	2.2	6.7	1.7	7.9	5.4	1.0	10.8	10.9	8.7	5.1	5.2	0.7	0.8	0.4	3.2	1084277.0	1767550.7551
020_S_0097.nii	1.5	0.9	3.3	3.6	0.4	4.8	6.7	5.6	0.9	9.2	4.2	6.0	3.2	6.4	0.5	2.7	2.1	1.4	1.8	2.8	5.7	1.8	7.3	5.9	0.9	9.5	11.8	6.4	5.3	7.6	1.1	1.0	0.4	3.8	1141124.0	1691631.8228
131_S_1301.nii	1.3	1.0	3.7	3.5	0.9	3.9	9.6	5.1	2.4	10.8	6.3	7.1	4.3	7.1	0.5	3.2	1.6	1.6	2.5	2.9	6.8	2.5	7.6	7.5	0.9	10.1	11.5	8.7	6.3	5.3	0.7	1.0	0.3	4.0	1105463.0	1588692.31065
033_S_1309.nii	1.0	0.5	4.3	3.6	0.5	6.0	9.1	4.7	1.9	10.7	4.9	7.1	3.5	5.0	0.4	2.1	1.6	1.9	2.2	2.6	6.7	1.9	8.4	6.2	0.8	10.1	15.9	9.8	6.1	5.8	0.7	0.7	0.7	4.5	1044463.0	1612206.5157
007_S_1304.nii	0.8	1.0	4.1	2.2	0.7	6.3	9.1	5.3	1.8	7.5	5.1	4.4	4.3	4.9	0.9	2.1	1.6	1.8	1.7	1.3	5.3	2.5	7.9	4.5	0.7	11.4	13.1	6.4	3.4	4.1	1.2	1.4	0.3	4.9	866888.0	1320487.38075
041_S_0898.nii	0.9	0.8	5.1	3.2	0.5	5.0	12.0	8.9	1.8	11.0	6.1	6.7	4.5	5.1	0.6	3.5	4.6	1.3	3.1	2.4	6.2	2.3	8.4	7.8	1.4	12.7	19.6	8.5	4.7	7.5	1.0	0.8	0.7	4.8	1034583.0	1603256.68352
041_S_1010.nii	1.2	1.3	4.2	4.3	0.7	5.8	11.3	9.2	2.4	11.9	5.9	7.6	4.5	7.8	0.8	2.9	1.8	2.4	2.3	4.1	7.4	1.9	8.9	7.5	1.2	13.5	16.8	9.6	4.9	6.6	0.9	1.9	0.4	5.9	1189857.0	1630245.21632
033_S_1283.nii	0.3	0.8	2.8	3.1	0.4	4.6	7.0	4.9	1.3	9.2	5.4	5.9	4.3	4.3	0.4	2.2	1.8	2.3	1.9	2.5	4.4	1.2	5.9	5.0	1.1	9.5	10.8	8.4	3.6	4.6	0.6	1.7	0.3	4.9	1042951.0	1774460.12038
035_S_0204.nii	0.9	0.9	2.6	3.1	0.8	5.2	9.0	5.4	1.7	8.7	6.6	6.7	3.5	5.5	0.5	1.7	2.2	1.5	2.5	2.8	4.5	1.7	8.0	6.4	0.7	11.1	10.2	7.4	3.4	4.3	0.7	1.0	0.6	3.1	967083.0	1519037.31141
006_S_0498.nii	1.9	1.5	3.5	2.3	0.9	5.0	12.3	7.7	1.3	9.3	5.7	5.6	2.8	9.0	0.8	2.2	2.0	1.7	3.4	1.2	4.1	1.5	7.9	5.4	1.3	13.0	13.6	7.2	6.2	7.6	1.0	1.3	0.6	11.1	1119220.0	1554964.17731
067_S_0110.nii	0.7	0.8	3.5	3.2	0.9	4.5	7.9	6.0	1.5	9.9	5.2	4.9	2.8	6.0	0.5	2.1	1.9	1.3	2.8	4.4	4.8	1.9	7.6	5.5	1.9	9.7	10.1	7.8	3.8	4.5	0.9	0.8	0.4	5.1	1070370.0	1711582.91583
018_S_0633.nii	1.0	1.7	4.4	3.6	0.8	5.6	8.4	5.8	2.0	10.9	6.8	6.3	4.3	6.1	0.8	2.9	3.0	2.7	4.2	2.6	6.7	2.0	10.8	10.1	0.8	13.8	19.4	9.1	4.2	5.2	1.3	1.1	0.3	6.9	883454.0	1366259.67695
141_S_0717.nii	1.5	1.6	4.9	6.0	1.2	8.0	13.1	10.7	2.0	16.1	9.6	10.1	7.1	9.3	1.6	4.0	4.0	2.8	3.4	6.4	8.9	2.9	15.5	9.1	2.0	22.0	23.5	13.8	7.9	8.7	1.7	1.3	0.5	7.1	1214597.0	1824032.30377
041_S_1411.nii	1.5	2.0	6.1	4.7	1.0	6.1	13.3	6.9	1.6	13.4	7.8	8.0	5.1	8.0	2.0	3.2	2.4	3.6	2.5	2.8	9.1	2.2	12.9	8.6	1.1	16.0	17.9	11.7	6.3	7.8	1.3	1.0	0.8	6.7	1234696.0	1868497.47216
052_S_1054.nii	0.8	1.2	2.6	3.0	1.0	5.0	6.8	6.4	1.3	8.2	4.5	5.1	4.2	4.5	0.7	2.0	1.3	1.6	1.7	1.8	5.5	2.0	6.6	6.1	1.3	11.3	10.4	7.0	4.2	5.8	0.9	1.7	0.5	5.0	980035.0	1580222.32098
005_S_1341.nii	0.6	1.0	3.0	3.2	1.4	5.1	7.9	4.8	1.5	8.9	5.8	7.5	2.7	5.4	0.4	2.3	2.6	2.1	2.1	2.6	5.6	2.1	8.6	7.3	1.0	8.8	9.5	9.6	4.3	5.2	0.6	2.4	0.5	4.7	879941.0	1305677.50973
136_S_0299.nii	0.5	0.8	3.8	3.3	0.8	4.7	8.3	5.0	1.4	7.6	5.4	6.7	4.5	5.4	0.4	2.1	2.0	2.2	3.0	2.7	4.9	2.7	7.3	5.3	1.1	13.4	17.2	10.8	4.6	4.4	0.8	0.9	0.5	5.6	872065.0	1377947.70482
036_S_1240.nii	0.8	1.0	4.0	3.7	0.6	6.0	8.2	5.6	1.5	10.7	6.4	9.1	4.5	7.4	0.7	2.3	1.7	2.0	2.4	3.9	6.2	2.7	7.8	5.7	1.0	13.0	12.1	7.4	5.1	5.9	1.3	1.2	0.5	4.5	1058820.0	1622350.33163
131_S_0123.nii	1.0	1.1	3.4	2.5	0.8	6.2	7.6	4.9	1.5	10.3	7.0	6.2	3.0	4.6	1.4	1.8	1.7	1.9	2.3	2.0	4.8	2.3	8.1	6.9	0.6	9.5	11.6	6.8	5.5	5.5	0.7	1.4	0.6	3.1	954295.0	1397743.30666
126_S_0784.nii	1.1	1.0	4.2	3.6	1.2	5.6	9.9	7.2	1.3	10.9	8.0	7.7	3.9	6.8	0.4	2.6	2.7	1.7	3.0	3.1	7.5	2.0	7.2	6.3	2.6	11.3	15.9	10.1	4.9	9.0	0.7	1.1	0.3	4.5	882296.0	1378353.55441
027_S_0417.nii	0.5	0.6	4.9	3.4	1.2	6.1	10.3	5.7	1.7	11.4	9.4	5.8	5.3	6.1	0.7	3.5	2.6	1.6	2.3	3.0	6.8	1.4	8.7	7.2	1.2	14.8	18.0	8.7	6.0	7.1	0.8	2.1	0.5	11.0	1254016.0	1845540.08546
062_S_0578.nii	0.8	0.9	2.3	2.1	0.6	4.3	8.0	5.4	1.5	7.8	3.9	4.5	3.0	4.7	0.4	1.7	1.5	1.1	1.8	1.5	4.7	2.2	7.3	3.9	0.8	8.7	9.2	6.1	4.2	6.2	0.7	0.7	0.5	4.6	929904.0	1354567.81386
016_S_1121.nii	1.6	1.0	4.7	3.5	0.9	6.5	10.8	7.7	1.9	13.0	7.1	7.0	6.7	8.2	0.6	3.2	2.7	3.7	3.6	3.1	7.8	2.3	11.0	6.2	1.0	17.7	18.4	7.4	7.1	6.9	1.3	1.2	0.5	6.1	1148738.0	1771418.15654
073_S_0518.nii	1.1	1.0	2.7	4.1	1.4	5.0	8.3	5.1	1.9	9.4	6.2	6.6	4.0	5.9	0.6	3.2	2.0	2.9	2.3	3.1	7.6	1.9	8.9	5.4	1.2	12.6	13.1	8.0	5.0	7.6	1.1	1.1	0.7	7.0	1048543.0	1487512.27137
021_S_0141.nii	1.4	1.3	3.8	3.4	1.2	5.7	9.5	7.2	1.5	14.3	7.8	7.7	3.5	7.0	0.5	2.8	2.8	1.6	2.4	3.0	7.5	1.5	9.9	8.1	1.6	9.1	14.2	11.3	5.3	7.4	1.1	1.2	0.8	5.6	1143119.0	1656556.58465
123_S_0094.nii	0.8	1.4	4.2	4.1	0.9	5.5	10.1	7.6	2.1	11.0	8.3	7.9	4.5	5.7	0.7	2.5	1.5	2.3	2.4	4.1	8.7	3.3	9.5	6.6	1.9	14.3	13.9	8.1	4.9	6.6	1.2	1.7	0.5	5.8	1069444.0	1585153.97066
031_S_0554.nii	1.0	0.5	3.0	2.8	0.5	4.2	10.2	5.7	0.9	8.2	3.6	5.5	3.2	4.1	0.5	1.5	1.5	1.0	3.1	2.3	3.9	1.2	6.8	5.9	0.7	11.0	8.7	6.7	3.7	4.7	0.6	1.1	0.5	6.5	977337.0	1499541.84649
130_S_0783.nii	0.8	0.8	4.2	2.7	1.6	6.4	8.2	6.4	1.7	7.7	5.3	4.4	4.7	4.2	0.6	3.8	2.0	2.0	1.8	2.6	4.8	2.0	7.8	5.5	0.9	14.2	14.8	8.2	6.1	7.7	1.2	1.0	0.4	8.5	987280.0	1482316.63509
013_S_1035.nii	0.9	1.4	4.0	3.7	0.6	5.7	13.4	7.3	1.6	11.8	9.2	5.2	4.5	5.6	0.9	2.5	4.7	2.3	5.2	2.3	7.4	1.5	11.4	8.3	1.2	16.2	18.5	9.0	7.2	6.6	1.4	1.3	0.6	4.0	1007162.0	1626881.96654
035_S_0555.nii	0.7	1.5	3.1	4.1	0.8	6.5	10.8	6.5	1.6	10.1	4.7	7.9	5.4	8.3	0.7	2.7	2.1	1.9	1.8	4.1	5.3	1.7	7.2	5.3	1.5	12.2	16.6	7.4	6.6	6.5	0.8	2.3	0.7	5.7	1196377.0	1807866.22286
130_S_1290.nii	0.6	0.8	6.4	3.0	0.6	5.1	8.7	5.4	1.3	10.1	5.0	5.5	4.3	5.2	0.5	2.3	2.5	2.8	1.8	2.0	4.0	1.4	6.8	5.7	0.8	10.0	14.8	10.5	6.6	8.3	1.2	0.8	0.4	3.8	924600.0	1411049.25116
018_S_0369.nii	0.8	0.4	3.8	3.2	0.9	5.2	7.0	5.9	2.0	8.9	6.0	8.8	4.0	4.7	0.7	2.5	1.3	1.3	1.8	4.5	6.4	1.6	8.9	5.4	0.5	9.7	13.9	7.1	4.1	6.0	0.7	0.8	0.7	3.3	1054851.0	1620626.73252
100_S_0296.nii	0.9	1.0	3.1	3.1	0.5	4.7	8.8	6.9	2.9	10.5	5.3	7.3	3.6	6.0	0.5	2.0	2.5	2.2	3.0	3.3	6.0	1.9	7.3	7.0	1.2	11.7	11.7	8.0	4.6	6.1	0.7	1.3	0.5	5.1	1106528.0	1550468.49038
123_S_0298.nii	0.7	0.6	3.6	3.8	0.7	3.9	9.6	6.6	1.5	11.2	6.8	7.5	3.3	5.9	0.3	2.8	1.7	1.5	2.2	2.5	4.8	1.7	7.8	6.1	1.2	10.0	11.4	7.4	4.6	5.2	1.0	0.8	0.3	3.8	1063275.0	1485423.27934
114_S_0410.nii	1.0	1.0	2.4	3.8	0.5	6.3	7.8	5.1	1.8	12.4	5.6	6.8	2.8	4.4	0.8	3.2	1.6	1.5	2.5	3.0	6.9	2.1	8.1	7.0	1.0	10.2	10.9	8.3	4.0	5.2	0.8	1.7	0.5	3.5	1079037.0	1510930.46759
133_S_0727.nii	0.7	1.4	3.3	3.8	1.0	4.7	6.7	4.9	1.6	9.2	5.6	5.9	3.7	4.7	0.5	2.6	2.3	1.3	2.6	2.9	5.1	1.3	8.3	6.5	1.7	13.5	10.0	7.3	3.9	4.7	0.7	0.9	0.4	3.7	962577.0	1466396.59416
032_S_0147.nii	1.3	1.1	4.5	4.2	0.8	5.6	10.8	6.2	2.4	14.7	4.6	9.1	3.9	6.7	0.7	3.1	2.3	1.4	3.6	3.5	5.4	3.3	8.5	8.1	1.2	13.6	14.6	11.0	6.1	6.5	1.5	1.2	0.8	7.6	1124057.0	1642746.66073
013_S_1205.nii	0.8	1.3	4.9	3.8	1.6	5.7	10.0	6.5	2.0	10.6	6.2	6.9	7.0	9.0	0.9	2.9	3.1	2.0	4.1	2.3	8.2	2.8	11.6	9.0	2.2	18.5	19.3	11.3	7.9	12.5	1.6	2.5	0.6	6.0	934293.0	1411350.74216
012_S_0637.nii	0.6	0.4	3.1	4.1	0.5	4.0	5.2	5.5	1.2	8.4	4.2	6.9	3.5	4.2	0.4	1.8	1.5	1.0	1.9	2.5	4.3	1.9	5.5	3.7	0.8	9.2	9.6	5.6	3.7	5.1	0.8	0.6	0.4	4.9	975706.0	1479936.96386
037_S_0588.nii	1.0	1.2	3.8	4.6	1.0	6.1	9.7	7.1	1.8	9.9	8.2	6.6	4.0	7.6	0.6	2.4	2.1	2.6	3.4	2.8	6.2	2.1	10.3	7.2	1.3	11.4	12.6	9.6	8.1	7.1	1.1	0.9	0.7	5.3	1048804.0	1551579.62434
137_S_0800.nii	1.4	1.2	2.9	2.6	0.8	5.1	9.3	8.9	1.7	8.6	6.0	5.8	4.1	6.6	0.6	2.3	2.1	1.5	2.9	1.7	5.8	1.5	7.5	6.4	1.3	11.0	11.6	8.2	4.5	7.9	1.3	1.0	0.6	6.6	1003554.0	1499388.57707
033_S_0739.nii	0.8	1.2	3.1	3.7	0.9	5.5	9.8	5.1	1.3	11.1	4.4	4.7	4.1	5.1	0.9	3.3	2.5	1.4	3.4	2.4	5.3	1.9	7.2	6.7	0.4	12.2	17.2	9.1	4.5	7.2	1.1	1.1	0.6	4.6	1040412.0	1626413.54918
024_S_0985.nii	0.7	0.8	2.5	2.4	0.6	4.7	5.8	5.1	0.9	7.7	5.6	5.5	4.3	3.0	0.5	2.2	1.4	1.7	2.1	2.2	4.1	1.9	4.7	4.7	0.4	9.5	10.8	6.2	4.1	5.0	0.9	1.1	0.3	3.3	858356.0	1346870.16191
023_S_1247.nii	1.2	1.0	2.9	2.9	0.6	4.4	6.8	4.6	1.3	8.3	6.3	5.5	3.4	4.9	0.6	2.7	2.0	2.2	2.2	1.7	5.4	2.5	7.2	6.9	1.0	9.7	11.2	8.7	3.5	6.0	1.1	1.3	0.3	4.9	950377.0	1436578.98104
041_S_1435.nii	0.6	1.1	3.6	3.1	0.8	6.6	10.4	6.7	1.5	9.5	6.7	6.9	5.2	6.8	0.7	2.3	2.0	2.2	3.7	2.9	7.4	1.9	10.0	7.0	2.0	12.2	14.4	8.3	4.8	6.3	1.3	1.8	0.5	4.2	1059890.0	1596215.47231
023_S_0078.nii	1.8	2.0	7.6	3.8	0.8	6.9	14.7	11.6	1.9	14.7	7.0	6.8	4.0	13.0	0.6	4.2	2.6	3.5	3.5	3.6	6.7	2.2	12.9	10.7	1.8	20.1	26.5	12.3	6.6	8.1	1.4	1.6	0.5	7.7	1054784.0	1661497.29646
073_S_1357.nii	0.8	0.6	3.1	1.6	1.6	6.5	10.6	8.7	2.0	11.1	5.5	6.4	3.2	6.3	1.0	2.3	1.6	1.1	1.7	1.9	6.3	2.4	8.8	5.3	1.3	10.3	11.2	7.5	6.4	6.0	0.6	1.1	0.3	3.9	1093715.0	1620906.42945
128_S_1088.nii	1.3	0.9	3.7	3.5	0.8	5.9	9.3	8.6	1.8	11.9	6.3	7.7	4.3	7.0	0.4	2.0	1.4	2.1	2.2	3.2	7.9	2.2	9.4	6.2	0.8	10.8	13.3	8.2	4.1	4.8	1.2	1.2	0.4	4.6	1011224.0	1599794.65255
036_S_0748.nii	1.0	1.1	3.4	4.3	0.4	6.1	8.5	8.3	1.6	11.4	7.6	7.8	3.6	6.7	0.5	2.9	2.3	1.3	2.3	4.0	5.2	1.9	8.9	8.2	1.2	12.4	13.5	8.6	5.3	5.4	1.1	0.9	0.5	6.5	1179746.0	1800336.1166
012_S_0720.nii	1.7	1.0	4.4	3.2	1.2	4.9	9.8	6.9	2.0	8.8	5.2	7.3	3.5	6.3	0.8	2.3	2.5	1.6	2.9	2.7	5.1	2.7	7.6	7.9	1.3	12.4	12.0	8.6	5.2	6.2	0.7	1.1	0.6	6.3	956117.0	1333920.07926
007_S_1248.nii	1.0	0.8	4.2	2.9	1.3	3.7	8.7	5.4	1.3	8.8	6.0	5.7	3.7	5.0	0.4	3.0	1.8	1.5	1.7	2.6	4.4	2.0	6.3	5.2	0.7	12.0	15.0	8.4	4.1	4.4	1.0	1.5	0.4	3.9	905361.0	1383426.65947
016_S_1092.nii	1.2	1.2	3.1	4.0	0.8	6.9	11.7	9.3	2.7	13.6	6.1	9.7	3.0	7.8	0.6	2.2	2.5	1.6	3.0	4.0	5.7	2.4	10.2	10.4	0.8	12.2	16.3	9.8	5.3	5.0	0.7	1.3	0.7	4.9	946740.0	1348179.42469
021_S_0178.nii	1.2	0.9	2.6	6.2	0.6	6.7	8.7	7.2	2.9	13.7	7.8	10.5	3.3	6.9	0.7	2.5	2.1	1.6	2.0	5.0	6.0	1.7	8.9	8.5	1.5	9.5	15.2	11.9	5.3	5.2	1.0	1.1	1.2	11.9	1042698.0	1459815.78411
