rh.aparc.foldind	rh_bankssts_foldind	rh_caudalanteriorcingulate_foldind	rh_caudalmiddlefrontal_foldind	rh_cuneus_foldind	rh_entorhinal_foldind	rh_fusiform_foldind	rh_inferiorparietal_foldind	rh_inferiortemporal_foldind	rh_isthmuscingulate_foldind	rh_lateraloccipital_foldind	rh_lateralorbitofrontal_foldind	rh_lingual_foldind	rh_medialorbitofrontal_foldind	rh_middletemporal_foldind	rh_parahippocampal_foldind	rh_paracentral_foldind	rh_parsopercularis_foldind	rh_parsorbitalis_foldind	rh_parstriangularis_foldind	rh_pericalcarine_foldind	rh_postcentral_foldind	rh_posteriorcingulate_foldind	rh_precentral_foldind	rh_precuneus_foldind	rh_rostralanteriorcingulate_foldind	rh_rostralmiddlefrontal_foldind	rh_superiorfrontal_foldind	rh_superiorparietal_foldind	rh_superiortemporal_foldind	rh_supramarginal_foldind	rh_frontalpole_foldind	rh_temporalpole_foldind	rh_transversetemporal_foldind	rh_insula_foldind	BrainSegVolNotVent	eTIV
027_S_0644.nii	12.0	14.0	28.0	41.0	5.0	45.0	83.0	62.0	14.0	97.0	40.0	67.0	49.0	51.0	6.0	20.0	18.0	13.0	13.0	26.0	44.0	21.0	51.0	63.0	9.0	104.0	101.0	76.0	46.0	62.0	9.0	9.0	7.0	38.0	1108036.0	1845813.78471
128_S_1408.nii	5.0	15.0	29.0	33.0	6.0	60.0	106.0	72.0	27.0	92.0	67.0	64.0	52.0	69.0	9.0	17.0	23.0	22.0	41.0	24.0	55.0	18.0	65.0	76.0	8.0	121.0	182.0	93.0	47.0	79.0	10.0	10.0	7.0	46.0	1168290.0	1756169.61086
116_S_1243.nii	8.0	17.0	26.0	34.0	7.0	66.0	111.0	64.0	25.0	91.0	45.0	58.0	39.0	58.0	8.0	17.0	16.0	21.0	33.0	22.0	51.0	21.0	65.0	57.0	15.0	230.0	101.0	72.0	42.0	55.0	9.0	8.0	4.0	48.0	1030647.0	1630062.92733
130_S_0886.nii	8.0	22.0	30.0	31.0	5.0	45.0	80.0	53.0	22.0	105.0	71.0	55.0	36.0	50.0	6.0	14.0	23.0	13.0	23.0	27.0	47.0	24.0	60.0	56.0	22.0	82.0	105.0	72.0	58.0	58.0	9.0	9.0	4.0	41.0	964038.0	1412278.81165
136_S_0426.nii	5.0	20.0	41.0	34.0	8.0	63.0	77.0	53.0	28.0	109.0	51.0	85.0	55.0	61.0	6.0	25.0	23.0	16.0	29.0	44.0	55.0	16.0	70.0	58.0	22.0	129.0	122.0	73.0	41.0	56.0	7.0	8.0	6.0	38.0	1291982.0	1963795.67918
098_S_0288.nii	3.0	19.0	27.0	28.0	7.0	56.0	67.0	52.0	15.0	84.0	49.0	51.0	43.0	52.0	5.0	14.0	15.0	13.0	18.0	14.0	49.0	47.0	52.0	53.0	13.0	94.0	98.0	53.0	49.0	47.0	8.0	12.0	5.0	32.0	967774.0	1662314.28683
007_S_0316.nii	7.0	13.0	42.0	36.0	9.0	69.0	107.0	65.0	18.0	99.0	55.0	44.0	39.0	56.0	6.0	18.0	18.0	16.0	27.0	20.0	69.0	32.0	72.0	55.0	21.0	122.0	117.0	78.0	52.0	46.0	11.0	10.0	9.0	47.0	1027442.0	1604813.01351
033_S_1098.nii	7.0	25.0	33.0	31.0	6.0	53.0	83.0	62.0	23.0	108.0	59.0	51.0	52.0	61.0	6.0	17.0	18.0	18.0	19.0	17.0	41.0	30.0	50.0	56.0	16.0	92.0	108.0	78.0	42.0	57.0	12.0	12.0	4.0	28.0	926675.0	1350908.5563
013_S_0860.nii	7.0	7.0	41.0	31.0	19.0	58.0	116.0	52.0	29.0	106.0	65.0	72.0	54.0	66.0	7.0	17.0	17.0	24.0	27.0	25.0	67.0	33.0	70.0	71.0	5.0	100.0	130.0	97.0	49.0	50.0	9.0	19.0	5.0	46.0	945493.0	1622495.78155
067_S_0243.nii	8.0	13.0	29.0	32.0	7.0	61.0	70.0	51.0	22.0	99.0	47.0	51.0	38.0	62.0	6.0	13.0	26.0	18.0	29.0	26.0	51.0	18.0	55.0	48.0	15.0	89.0	97.0	70.0	51.0	53.0	7.0	9.0	4.0	60.0	951193.0	1524646.35637
010_S_0829.nii	6.0	14.0	21.0	22.0	5.0	52.0	63.0	57.0	16.0	77.0	41.0	42.0	38.0	41.0	6.0	17.0	16.0	10.0	16.0	16.0	36.0	20.0	50.0	50.0	12.0	89.0	98.0	67.0	36.0	46.0	8.0	7.0	3.0	25.0	905806.0	1295939.55504
023_S_0916.nii	9.0	15.0	28.0	29.0	10.0	56.0	69.0	63.0	19.0	100.0	60.0	60.0	41.0	54.0	7.0	14.0	37.0	17.0	39.0	22.0	72.0	22.0	78.0	46.0	12.0	109.0	127.0	65.0	56.0	62.0	13.0	9.0	5.0	52.0	974367.0	1555742.97393
010_S_0067.nii	7.0	15.0	26.0	40.0	3.0	56.0	72.0	79.0	28.0	106.0	45.0	72.0	38.0	71.0	6.0	17.0	17.0	23.0	22.0	34.0	55.0	24.0	56.0	64.0	16.0	99.0	843.0	77.0	39.0	50.0	12.0	6.0	5.0	36.0	1048515.0	1527066.35804
130_S_1337.nii	7.0	23.0	25.0	41.0	6.0	58.0	85.0	62.0	23.0	103.0	57.0	74.0	44.0	62.0	6.0	19.0	18.0	15.0	23.0	40.0	66.0	22.0	56.0	67.0	16.0	116.0	102.0	99.0	37.0	51.0	11.0	9.0	4.0	44.0	1128369.0	1621408.67945
052_S_1352.nii	8.0	18.0	18.0	23.0	7.0	65.0	64.0	57.0	20.0	95.0	75.0	59.0	41.0	50.0	8.0	12.0	17.0	25.0	24.0	27.0	39.0	29.0	46.0	63.0	11.0	91.0	101.0	77.0	44.0	66.0	7.0	11.0	1.0	39.0	1059509.0	1633109.61894
141_S_0810.nii	12.0	17.0	33.0	28.0	7.0	63.0	101.0	58.0	23.0	106.0	57.0	40.0	40.0	59.0	6.0	17.0	18.0	17.0	28.0	19.0	59.0	34.0	70.0	74.0	21.0	122.0	111.0	93.0	56.0	62.0	10.0	12.0	4.0	46.0	1079394.0	1697318.63898
137_S_1041.nii	11.0	27.0	26.0	41.0	4.0	55.0	105.0	70.0	20.0	109.0	47.0	76.0	45.0	55.0	6.0	23.0	22.0	17.0	15.0	29.0	62.0	19.0	59.0	87.0	15.0	120.0	106.0	84.0	48.0	55.0	10.0	7.0	4.0	32.0	1091744.0	1651002.24369
137_S_0669.nii	7.0	17.0	39.0	45.0	5.0	71.0	95.0	74.0	23.0	118.0	51.0	69.0	45.0	53.0	5.0	23.0	24.0	17.0	47.0	30.0	56.0	29.0	71.0	79.0	18.0	111.0	123.0	71.0	46.0	63.0	8.0	11.0	5.0	47.0	1242579.0	1825949.31092
099_S_0533.nii	5.0	11.0	25.0	33.0	5.0	62.0	109.0	57.0	9.0	101.0	61.0	65.0	46.0	64.0	7.0	23.0	25.0	15.0	25.0	31.0	55.0	11.0	67.0	78.0	19.0	106.0	121.0	95.0	43.0	71.0	10.0	8.0	5.0	40.0	1053295.0	1730994.59158
033_S_0725.nii	9.0	20.0	28.0	26.0	4.0	56.0	70.0	52.0	22.0	96.0	61.0	50.0	44.0	51.0	6.0	15.0	21.0	16.0	25.0	17.0	48.0	19.0	61.0	64.0	18.0	100.0	98.0	71.0	43.0	55.0	8.0	8.0	3.0	31.0	1030468.0	1592536.48804
041_S_1423.nii	9.0	13.0	39.0	32.0	9.0	49.0	100.0	76.0	23.0	94.0	63.0	58.0	45.0	67.0	6.0	32.0	28.0	19.0	29.0	23.0	50.0	31.0	63.0	78.0	14.0	118.0	137.0	84.0	66.0	70.0	8.0	12.0	6.0	59.0	1089388.0	1711911.74941
133_S_0771.nii	7.0	12.0	17.0	29.0	7.0	56.0	90.0	46.0	19.0	95.0	53.0	44.0	38.0	49.0	5.0	13.0	16.0	12.0	23.0	22.0	47.0	16.0	53.0	57.0	13.0	104.0	91.0	69.0	44.0	50.0	8.0	8.0	3.0	22.0	999248.0	1428974.70085
041_S_0549.nii	10.0	14.0	30.0	37.0	5.0	52.0	67.0	50.0	21.0	90.0	50.0	66.0	35.0	54.0	5.0	17.0	20.0	14.0	19.0	26.0	50.0	20.0	53.0	51.0	17.0	96.0	74.0	65.0	49.0	49.0	8.0	7.0	5.0	39.0	1098413.0	1593496.78948
005_S_0448.nii	10.0	31.0	17.0	31.0	6.0	45.0	110.0	43.0	22.0	106.0	69.0	64.0	69.0	57.0	5.0	15.0	15.0	19.0	24.0	27.0	42.0	31.0	47.0	73.0	20.0	119.0	85.0	71.0	42.0	43.0	9.0	8.0	6.0	25.0	1115006.0	1831402.29975
033_S_0516.nii	6.0	14.0	35.0	24.0	8.0	55.0	79.0	60.0	17.0	74.0	77.0	62.0	44.0	64.0	8.0	20.0	16.0	21.0	19.0	20.0	44.0	26.0	54.0	53.0	9.0	86.0	107.0	70.0	46.0	63.0	10.0	11.0	5.0	43.0	1073193.0	1618729.59503
027_S_0404.nii	3.0	19.0	29.0	29.0	5.0	51.0	82.0	48.0	14.0	87.0	46.0	63.0	34.0	56.0	9.0	19.0	22.0	12.0	25.0	26.0	55.0	27.0	53.0	50.0	14.0	92.0	94.0	74.0	39.0	47.0	7.0	11.0	4.0	30.0	784194.0	1274258.19933
123_S_1300.nii	9.0	18.0	22.0	30.0	5.0	51.0	83.0	66.0	20.0	81.0	45.0	47.0	38.0	50.0	7.0	13.0	17.0	16.0	26.0	20.0	55.0	33.0	61.0	55.0	14.0	104.0	188.0	76.0	44.0	57.0	11.0	9.0	4.0	48.0	981904.0	1504751.76334
114_S_0378.nii	9.0	27.0	30.0	31.0	5.0	56.0	69.0	56.0	19.0	88.0	49.0	62.0	50.0	49.0	7.0	13.0	24.0	17.0	23.0	16.0	46.0	29.0	53.0	51.0	14.0	93.0	106.0	74.0	37.0	58.0	11.0	8.0	5.0	38.0	951968.0	1461349.91202
130_S_0505.nii	9.0	15.0	29.0	36.0	5.0	58.0	85.0	51.0	26.0	104.0	54.0	60.0	38.0	49.0	7.0	15.0	16.0	17.0	21.0	38.0	41.0	23.0	64.0	52.0	12.0	89.0	119.0	69.0	48.0	40.0	12.0	10.0	3.0	27.0	979696.0	1385257.93673
035_S_0997.nii	9.0	17.0	23.0	34.0	13.0	51.0	74.0	45.0	17.0	79.0	53.0	55.0	37.0	57.0	7.0	16.0	20.0	18.0	24.0	24.0	39.0	32.0	61.0	56.0	12.0	126.0	106.0	69.0	53.0	50.0	10.0	10.0	6.0	28.0	800613.0	1216178.68461
016_S_1138.nii	11.0	14.0	20.0	29.0	9.0	52.0	66.0	63.0	19.0	90.0	41.0	57.0	40.0	54.0	6.0	18.0	13.0	16.0	19.0	24.0	54.0	16.0	66.0	64.0	14.0	113.0	100.0	89.0	45.0	77.0	11.0	11.0	5.0	38.0	987906.0	1478650.91183
136_S_0874.nii	8.0	17.0	29.0	36.0	5.0	43.0	72.0	59.0	17.0	105.0	45.0	62.0	45.0	50.0	7.0	13.0	22.0	13.0	18.0	29.0	49.0	22.0	64.0	43.0	18.0	138.0	124.0	59.0	46.0	44.0	10.0	9.0	3.0	47.0	1051177.0	1550578.97308
010_S_0472.nii	4.0	16.0	29.0	34.0	5.0	65.0	88.0	56.0	13.0	92.0	64.0	68.0	34.0	55.0	7.0	14.0	21.0	17.0	27.0	33.0	56.0	15.0	73.0	60.0	18.0	74.0	113.0	74.0	54.0	66.0	8.0	9.0	3.0	31.0	1012188.0	1558216.86854
057_S_1269.nii	10.0	20.0	29.0	31.0	6.0	56.0	109.0	61.0	24.0	78.0	65.0	57.0	54.0	70.0	7.0	12.0	18.0	25.0	31.0	21.0	44.0	24.0	55.0	64.0	15.0	114.0	92.0	88.0	59.0	52.0	11.0	9.0	5.0	36.0	1052419.0	1686297.70579
005_S_0929.nii	8.0	22.0	41.0	28.0	7.0	51.0	84.0	59.0	26.0	91.0	58.0	49.0	59.0	69.0	7.0	13.0	32.0	22.0	33.0	21.0	54.0	31.0	62.0	63.0	11.0	158.0	140.0	85.0	51.0	47.0	13.0	15.0	5.0	51.0	937465.0	1540085.0187
023_S_0084.nii	5.0	22.0	37.0	20.0	5.0	40.0	70.0	49.0	21.0	74.0	46.0	69.0	35.0	54.0	7.0	14.0	15.0	21.0	16.0	25.0	51.0	34.0	62.0	67.0	10.0	102.0	85.0	73.0	35.0	47.0	7.0	8.0	4.0	21.0	894473.0	1362740.10514
021_S_0337.nii	11.0	19.0	35.0	34.0	4.0	77.0	97.0	74.0	22.0	112.0	68.0	66.0	48.0	73.0	7.0	20.0	23.0	19.0	23.0	27.0	47.0	31.0	57.0	71.0	18.0	129.0	144.0	93.0	57.0	66.0	9.0	10.0	4.0	57.0	1112677.0	1839382.01875
007_S_1339.nii	16.0	24.0	31.0	35.0	9.0	57.0	91.0	62.0	26.0	84.0	49.0	60.0	52.0	62.0	7.0	19.0	22.0	17.0	35.0	27.0	64.0	41.0	82.0	86.0	15.0	120.0	134.0	96.0	50.0	66.0	10.0	9.0	5.0	40.0	1085386.0	1635406.50008
009_S_0842.nii	12.0	12.0	25.0	35.0	5.0	51.0	84.0	61.0	19.0	92.0	46.0	75.0	43.0	68.0	7.0	21.0	14.0	16.0	23.0	36.0	57.0	19.0	58.0	67.0	5.0	112.0	119.0	84.0	48.0	64.0	10.0	11.0	6.0	70.0	1137585.0	1678867.09729
141_S_1244.nii	9.0	14.0	45.0	37.0	5.0	70.0	122.0	59.0	25.0	106.0	60.0	80.0	37.0	77.0	8.0	23.0	22.0	19.0	30.0	41.0	70.0	34.0	83.0	68.0	19.0	146.0	183.0	103.0	55.0	77.0	11.0	10.0	5.0	37.0	1046276.0	1683314.0808
021_S_0343.nii	11.0	31.0	36.0	41.0	6.0	60.0	100.0	71.0	24.0	134.0	102.0	87.0	50.0	65.0	5.0	17.0	22.0	17.0	23.0	35.0	65.0	31.0	89.0	49.0	23.0	140.0	115.0	90.0	55.0	56.0	12.0	11.0	6.0	46.0	1104974.0	1811462.7644
082_S_1377.nii	13.0	27.0	33.0	34.0	10.0	88.0	126.0	85.0	23.0	113.0	57.0	59.0	62.0	89.0	7.0	26.0	30.0	18.0	40.0	26.0	75.0	22.0	75.0	74.0	26.0	166.0	157.0	129.0	66.0	101.0	14.0	7.0	7.0	52.0	1183415.0	1968988.48715
027_S_0408.nii	8.0	34.0	34.0	36.0	7.0	61.0	104.0	66.0	29.0	114.0	70.0	88.0	42.0	63.0	9.0	24.0	21.0	14.0	20.0	38.0	54.0	26.0	72.0	96.0	24.0	109.0	159.0	94.0	42.0	70.0	11.0	12.0	4.0	30.0	1159626.0	1730740.31779
002_S_1155.nii	7.0	22.0	33.0	33.0	5.0	58.0	131.0	64.0	21.0	101.0	50.0	62.0	46.0	81.0	7.0	21.0	14.0	19.0	22.0	18.0	53.0	38.0	61.0	69.0	23.0	126.0	123.0	93.0	57.0	65.0	10.0	9.0	6.0	39.0	1126751.0	1665904.4129
128_S_0500.nii	12.0	16.0	36.0	51.0	5.0	55.0	85.0	66.0	26.0	105.0	54.0	94.0	53.0	84.0	10.0	29.0	22.0	29.0	21.0	28.0	61.0	21.0	63.0	72.0	20.0	128.0	128.0	85.0	53.0	52.0	17.0	13.0	5.0	41.0	1194641.0	1811884.93721
021_S_0626.nii	6.0	15.0	31.0	31.0	8.0	76.0	94.0	75.0	26.0	124.0	60.0	77.0	49.0	70.0	10.0	16.0	22.0	17.0	22.0	34.0	57.0	33.0	56.0	72.0	13.0	113.0	115.0	81.0	51.0	63.0	9.0	10.0	6.0	52.0	1021241.0	1618751.56212
041_S_1425.nii	12.0	20.0	22.0	25.0	7.0	46.0	76.0	75.0	18.0	80.0	47.0	61.0	28.0	63.0	6.0	15.0	16.0	17.0	20.0	27.0	42.0	25.0	66.0	59.0	22.0	104.0	124.0	76.0	46.0	56.0	9.0	9.0	4.0	29.0	909533.0	1356828.0526
068_S_0401.nii	10.0	11.0	27.0	52.0	4.0	47.0	88.0	59.0	22.0	104.0	45.0	76.0	46.0	108.0	7.0	21.0	17.0	16.0	28.0	34.0	51.0	21.0	65.0	80.0	13.0	134.0	127.0	86.0	50.0	51.0	11.0	7.0	6.0	41.0	1298627.0	1958904.76572
032_S_1037.nii	8.0	9.0	44.0	29.0	10.0	66.0	100.0	59.0	24.0	90.0	50.0	61.0	79.0	75.0	6.0	18.0	14.0	19.0	21.0	24.0	58.0	21.0	76.0	60.0	10.0	115.0	143.0	84.0	62.0	58.0	11.0	15.0	7.0	32.0	1081908.0	1776227.18552
057_S_1373.nii	8.0	9.0	29.0	29.0	9.0	42.0	61.0	54.0	12.0	81.0	63.0	61.0	28.0	44.0	5.0	17.0	13.0	13.0	16.0	24.0	49.0	13.0	61.0	49.0	12.0	87.0	95.0	67.0	43.0	46.0	6.0	8.0	4.0	34.0	894465.0	1386103.79206
029_S_0845.nii	11.0	18.0	28.0	32.0	6.0	82.0	99.0	67.0	14.0	117.0	61.0	58.0	49.0	78.0	10.0	21.0	21.0	21.0	27.0	18.0	68.0	21.0	68.0	63.0	17.0	147.0	137.0	83.0	64.0	64.0	12.0	11.0	6.0	132.0	1149018.0	1807031.40834
029_S_1184.nii	9.0	14.0	41.0	29.0	10.0	66.0	92.0	61.0	19.0	111.0	45.0	62.0	42.0	67.0	5.0	16.0	22.0	18.0	17.0	25.0	42.0	24.0	83.0	61.0	12.0	119.0	136.0	82.0	46.0	46.0	13.0	14.0	5.0	25.0	928291.0	1477123.38735
062_S_1299.nii	4.0	30.0	27.0	28.0	6.0	62.0	82.0	56.0	22.0	92.0	56.0	63.0	40.0	69.0	7.0	22.0	18.0	18.0	23.0	24.0	53.0	41.0	55.0	56.0	20.0	149.0	105.0	73.0	43.0	58.0	10.0	12.0	4.0	51.0	1245947.0	2011584.66541
082_S_1079.nii	11.0	12.0	44.0	45.0	16.0	74.0	104.0	69.0	24.0	106.0	79.0	76.0	50.0	62.0	8.0	38.0	153.0	17.0	32.0	29.0	70.0	13.0	79.0	81.0	13.0	158.0	200.0	100.0	54.0	61.0	12.0	12.0	9.0	44.0	1154989.0	1905576.20387
128_S_0545.nii	7.0	20.0	31.0	29.0	6.0	65.0	99.0	68.0	22.0	97.0	50.0	61.0	40.0	65.0	6.0	19.0	23.0	17.0	24.0	25.0	57.0	24.0	71.0	64.0	18.0	126.0	122.0	77.0	64.0	57.0	10.0	12.0	7.0	41.0	1168732.0	1778534.74857
023_S_1262.nii	5.0	17.0	21.0	28.0	9.0	45.0	69.0	51.0	27.0	78.0	44.0	49.0	36.0	50.0	6.0	10.0	15.0	21.0	16.0	38.0	43.0	26.0	51.0	43.0	10.0	97.0	95.0	72.0	41.0	50.0	9.0	8.0	4.0	26.0	900151.0	1404082.29273
052_S_1251.nii	9.0	14.0	33.0	41.0	7.0	47.0	81.0	52.0	20.0	82.0	40.0	55.0	36.0	56.0	9.0	13.0	17.0	17.0	23.0	24.0	61.0	21.0	62.0	53.0	15.0	106.0	93.0	86.0	51.0	55.0	10.0	10.0	4.0	39.0	991516.0	1340049.99073
024_S_1063.nii	7.0	13.0	25.0	35.0	5.0	54.0	59.0	45.0	24.0	91.0	45.0	72.0	45.0	53.0	7.0	16.0	16.0	18.0	22.0	34.0	69.0	21.0	52.0	49.0	5.0	92.0	86.0	72.0	41.0	54.0	9.0	9.0	5.0	31.0	969859.0	1463581.52308
033_S_1284.nii	8.0	19.0	27.0	47.0	5.0	60.0	74.0	56.0	24.0	107.0	52.0	83.0	52.0	58.0	7.0	16.0	24.0	16.0	35.0	30.0	57.0	31.0	60.0	67.0	17.0	118.0	122.0	83.0	51.0	47.0	14.0	9.0	7.0	34.0	1033670.0	1626159.94247
027_S_0256.nii	9.0	15.0	51.0	30.0	6.0	57.0	64.0	123.0	24.0	84.0	55.0	62.0	42.0	69.0	6.0	18.0	16.0	19.0	28.0	18.0	51.0	31.0	59.0	53.0	8.0	101.0	110.0	82.0	58.0	68.0	6.0	12.0	4.0	29.0	1039904.0	1553873.16167
136_S_0194.nii	11.0	14.0	28.0	27.0	7.0	45.0	79.0	51.0	19.0	83.0	44.0	52.0	326.0	52.0	6.0	14.0	25.0	21.0	38.0	17.0	46.0	22.0	58.0	58.0	14.0	94.0	104.0	75.0	45.0	51.0	7.0	12.0	4.0	25.0	879663.0	1283852.78106
005_S_0814.nii	7.0	13.0	30.0	28.0	10.0	43.0	70.0	46.0	24.0	78.0	46.0	53.0	39.0	46.0	5.0	16.0	19.0	15.0	17.0	29.0	67.0	22.0	57.0	59.0	16.0	105.0	98.0	102.0	38.0	61.0	8.0	8.0	5.0	44.0	907013.0	1411194.13112
002_S_0619.nii	13.0	32.0	44.0	36.0	6.0	71.0	120.0	68.0	30.0	97.0	57.0	58.0	61.0	78.0	10.0	19.0	24.0	26.0	33.0	26.0	72.0	36.0	81.0	82.0	14.0	142.0	164.0	99.0	75.0	95.0	12.0	14.0	8.0	52.0	1137485.0	2040843.54935
052_S_0671.nii	11.0	13.0	21.0	28.0	4.0	45.0	71.0	56.0	16.0	76.0	49.0	53.0	31.0	45.0	4.0	14.0	17.0	15.0	19.0	17.0	47.0	20.0	87.0	53.0	17.0	90.0	97.0	60.0	38.0	51.0	7.0	10.0	4.0	52.0	960192.0	1397616.47481
036_S_1001.nii	9.0	28.0	27.0	26.0	5.0	59.0	103.0	71.0	18.0	90.0	53.0	76.0	31.0	60.0	6.0	16.0	24.0	16.0	28.0	24.0	58.0	31.0	61.0	67.0	10.0	92.0	100.0	81.0	52.0	59.0	7.0	12.0	5.0	28.0	997376.0	1509295.69021
041_S_0721.nii	4.0	22.0	27.0	26.0	8.0	56.0	77.0	61.0	18.0	92.0	56.0	45.0	44.0	53.0	6.0	15.0	14.0	12.0	18.0	18.0	56.0	19.0	62.0	58.0	12.0	86.0	109.0	76.0	38.0	63.0	7.0	12.0	2.0	32.0	950010.0	1457817.3314
098_S_0667.nii	11.0	17.0	25.0	45.0	10.0	61.0	88.0	80.0	19.0	82.0	52.0	97.0	55.0	65.0	9.0	21.0	16.0	13.0	21.0	33.0	76.0	39.0	85.0	55.0	17.0	105.0	165.0	80.0	47.0	64.0	10.0	10.0	6.0	57.0	1259032.0	1910161.70744
116_S_0360.nii	11.0	15.0	23.0	38.0	6.0	55.0	75.0	45.0	23.0	122.0	54.0	79.0	45.0	58.0	12.0	18.0	20.0	18.0	33.0	24.0	59.0	28.0	63.0	64.0	16.0	118.0	111.0	82.0	56.0	63.0	9.0	10.0	9.0	43.0	1193268.0	1641728.57526
100_S_0190.nii	8.0	35.0	34.0	34.0	5.0	57.0	90.0	62.0	22.0	91.0	59.0	70.0	55.0	60.0	7.0	21.0	21.0	15.0	28.0	23.0	54.0	27.0	62.0	72.0	11.0	96.0	106.0	91.0	66.0	67.0	9.0	15.0	6.0	38.0	1006698.0	1665749.03894
129_S_0778.nii	6.0	36.0	35.0	46.0	7.0	54.0	84.0	64.0	24.0	118.0	66.0	75.0	49.0	78.0	10.0	19.0	21.0	22.0	28.0	25.0	65.0	36.0	78.0	76.0	21.0	117.0	111.0	99.0	50.0	73.0	10.0	14.0	6.0	34.0	1030876.0	1593925.44752
012_S_1009.nii	13.0	25.0	23.0	46.0	5.0	47.0	81.0	59.0	25.0	98.0	42.0	56.0	40.0	61.0	6.0	25.0	14.0	10.0	16.0	20.0	45.0	38.0	45.0	66.0	9.0	83.0	105.0	89.0	40.0	52.0	7.0	8.0	3.0	38.0	1099982.0	1670110.66483
082_S_0469.nii	8.0	18.0	24.0	21.0	5.0	51.0	76.0	59.0	12.0	95.0	107.0	45.0	42.0	54.0	6.0	16.0	13.0	14.0	17.0	18.0	48.0	16.0	62.0	59.0	11.0	83.0	120.0	68.0	43.0	48.0	8.0	12.0	4.0	30.0	833964.0	1449750.73007
067_S_0828.nii	9.0	24.0	21.0	30.0	7.0	45.0	64.0	48.0	18.0	82.0	51.0	75.0	27.0	53.0	8.0	11.0	16.0	13.0	21.0	35.0	44.0	27.0	47.0	48.0	9.0	94.0	85.0	72.0	41.0	55.0	8.0	7.0	2.0	19.0	874002.0	1311678.66677
116_S_0890.nii	7.0	35.0	26.0	35.0	4.0	63.0	93.0	69.0	19.0	103.0	56.0	74.0	45.0	69.0	8.0	18.0	25.0	18.0	23.0	23.0	55.0	34.0	76.0	69.0	27.0	118.0	108.0	105.0	52.0	53.0	10.0	11.0	6.0	33.0	993851.0	1431769.23055
016_S_0590.nii	4.0	20.0	31.0	28.0	5.0	68.0	81.0	73.0	16.0	88.0	48.0	66.0	43.0	56.0	6.0	21.0	22.0	17.0	28.0	21.0	52.0	31.0	67.0	62.0	21.0	129.0	115.0	79.0	47.0	60.0	12.0	12.0	6.0	61.0	943718.0	1325078.81653
023_S_0081.nii	8.0	17.0	25.0	25.0	6.0	55.0	84.0	65.0	18.0	85.0	55.0	57.0	38.0	63.0	9.0	22.0	14.0	20.0	22.0	17.0	51.0	24.0	70.0	50.0	8.0	105.0	112.0	80.0	40.0	52.0	10.0	9.0	6.0	32.0	991518.0	1559365.77409
082_S_0640.nii	12.0	25.0	33.0	35.0	8.0	55.0	119.0	68.0	23.0	104.0	68.0	58.0	43.0	67.0	7.0	15.0	20.0	22.0	25.0	28.0	50.0	24.0	73.0	59.0	9.0	122.0	130.0	64.0	43.0	51.0	9.0	8.0	4.0	28.0	1043105.0	1473839.81749
013_S_1161.nii	4.0	30.0	29.0	32.0	5.0	65.0	93.0	54.0	27.0	81.0	49.0	66.0	39.0	73.0	6.0	21.0	18.0	16.0	23.0	39.0	60.0	32.0	63.0	62.0	25.0	126.0	120.0	99.0	50.0	67.0	10.0	10.0	6.0	46.0	1032793.0	1671329.19945
137_S_0443.nii	11.0	13.0	24.0	39.0	4.0	59.0	109.0	56.0	21.0	84.0	52.0	67.0	49.0	66.0	8.0	27.0	23.0	21.0	24.0	25.0	55.0	21.0	63.0	68.0	16.0	109.0	96.0	88.0	53.0	64.0	9.0	13.0	4.0	46.0	1061045.0	1425487.54705
005_S_0221.nii	7.0	17.0	25.0	39.0	9.0	55.0	66.0	53.0	19.0	89.0	65.0	69.0	43.0	49.0	12.0	21.0	13.0	17.0	21.0	36.0	53.0	25.0	53.0	58.0	23.0	123.0	113.0	70.0	47.0	45.0	9.0	13.0	5.0	32.0	1074386.0	1709642.9695
130_S_0285.nii	7.0	14.0	33.0	27.0	5.0	50.0	80.0	47.0	13.0	102.0	50.0	52.0	59.0	50.0	6.0	21.0	16.0	18.0	24.0	18.0	50.0	26.0	56.0	55.0	19.0	104.0	98.0	72.0	45.0	52.0	9.0	8.0	5.0	34.0	1049844.0	1491557.89338
018_S_0080.nii	8.0	17.0	30.0	31.0	11.0	48.0	95.0	54.0	23.0	95.0	52.0	72.0	38.0	48.0	10.0	21.0	19.0	16.0	25.0	23.0	47.0	30.0	72.0	71.0	13.0	127.0	117.0	72.0	58.0	53.0	7.0	10.0	5.0	44.0	931827.0	1422664.94589
037_S_0327.nii	5.0	20.0	39.0	44.0	7.0	62.0	93.0	73.0	24.0	89.0	47.0	61.0	46.0	60.0	9.0	21.0	31.0	20.0	27.0	29.0	54.0	34.0	79.0	82.0	15.0	123.0	130.0	88.0	55.0	69.0	9.0	13.0	5.0	49.0	1137538.0	1709666.9368
032_S_0214.nii	9.0	18.0	42.0	48.0	5.0	54.0	86.0	67.0	24.0	109.0	92.0	73.0	51.0	68.0	8.0	28.0	33.0	21.0	34.0	39.0	105.0	31.0	108.0	86.0	18.0	167.0	157.0	110.0	80.0	81.0	11.0	9.0	6.0	46.0	1278781.0	1763088.06848
114_S_0374.nii	6.0	19.0	29.0	24.0	5.0	50.0	89.0	55.0	14.0	71.0	40.0	47.0	38.0	52.0	6.0	14.0	19.0	11.0	18.0	17.0	54.0	30.0	55.0	51.0	13.0	91.0	98.0	68.0	41.0	55.0	11.0	8.0	7.0	36.0	968387.0	1513796.18466
